Dia,TempMinAbs,TempProm,TempMaxAbs,Hum,Precipitacion,RadSolar,RadSolarMaxAbs,IndiceUV,IndiceUVMaxAbs,DireccionVientoMax,VelocidadVientoMax,location
2011-12-01,10.4,13.09,16.5,84,0,92.44,828,0.49,5.3,NNW,8.45,1
2011-12-02,5,12.38,19.7,68.88,0,240.67,858,1.9,9,NNW,11.46,1
2011-12-03,5,10.7,17.3,60.62,0,244.29,868,1.92,9.2,N,25.48,1
2011-12-04,3.9,10.32,17.7,57.58,0,243.5,856,1.86,8.8,NNW,15.46,1
2011-12-05,6.4,12.01,18.6,70.62,0,235.83,860,1.9,9.1,ESE,19.07,1
2011-12-06,6.6,13.19,18.9,64.54,0,241.92,856,1.92,9,N,27.8,1
2011-12-07,9.9,12.82,16,73.46,0,225.62,875,1.96,9.8,N,64.54,1
2011-12-08,10.6,13,17.5,76.5,0,243.21,937,2.13,10.2,N,52.29,1
2011-12-09,10.2,13.37,18.1,69.71,0,240.75,875,2.01,9.5,NNW,36.6,1
2011-12-10,9.7,12.38,16.4,75.29,0,242.79,863,2.1,9.7,NNW,40.12,1
2011-12-11,9.7,13.79,18.6,66.79,0,232.5,886,2,9.8,NNW,31.3,1
2011-12-12,6.4,12.23,17.7,71.54,0,238.67,884,2.02,9.6,N,31.59,1
2011-12-13,10.5,12.62,15.7,69.75,0,240.62,949,2.06,9.8,N,59.55,1
2011-12-14,10,13.87,18.6,66.92,0,242.75,877,1.96,9.2,N,39.77,1
2011-12-15,9.1,13.32,17.8,70.83,0,196.38,923,1.57,8.6,NE,26.27,1
2011-12-16,8.8,13.45,18.7,76.62,0.2,214.12,1118,1.71,10.2,NNW,17.71,1
2011-12-17,10.3,13.04,16.7,70.33,0.2,213.08,928,1.85,9.6,NW,44.66,1
2011-12-18,10.3,12.55,16.3,71.88,0,240.38,858,2.09,9.9,N,53.64,1
2011-12-19,7.6,12.68,18,74.29,0.6,192.08,1056,1.72,10,ESE,19.3,1
2011-12-20,7.9,12.26,17.2,83,0,243.38,953,2.01,9.9,NNW,12.15,1
2011-12-21,8.6,13.42,20.4,74.38,0,233.04,882,2.06,9.9,N,17.72,1
2011-12-22,8.3,12.75,18.1,68.5,0,235.75,835,1.98,9.5,ESE,21.51,1
2011-12-23,8.9,14.51,18.2,56.17,0,190,1021,1.7,10,N,38.24,1
2011-12-24,12.1,14.36,18,72.71,0,230.67,882,1.97,9.5,N,43.77,1
2011-12-25,10.9,13.67,17.8,71.42,0,237.96,844,1.96,9.2,NNW,47,1
2011-12-26,11.1,13.47,18.7,72.79,0,237.54,844,2.04,9.6,N,45.24,1
2011-12-27,10.1,14.39,18.7,71.21,0,235.62,847,1.95,9.2,N,30.94,1
2011-12-28,10.9,13.47,18,70.67,0,227.62,853,1.9,9.1,NNW,39.22,1
2011-12-29,7.1,12.28,18.9,68.75,0,232.38,844,1.8,8.8,NNW,16.59,1
2011-12-30,7.4,12.8,18.9,64.88,0,243.5,842,1.85,8.8,ESE,22.06,1
2011-12-31,8.4,12.98,17.4,68.08,0,209.88,1100,1.77,10.7,N,34.24,1
2012-01-01,11.3,13.76,17.9,73.92,0,219.21,1034,1.79,9.4,N,48.51,1
2012-01-02,9.5,12.7,16.2,82.62,1.2,236.04,1090,2.11,11.5,N,65.25,1
2012-01-03,8.6,10.1,12.5,77,0,243.17,868,2.17,10.1,N,76.35,1
2012-01-04,5.9,11.42,18,69.46,0,226.79,1106,1.92,9.5,N,28.78,1
2012-01-05,7.2,11.81,18.1,65.46,0,233.08,881,1.91,9.3,N,22.53,1
2012-01-06,5.5,11.52,17.6,68.33,0,226.21,860,1.93,9.4,NNW,13.57,1
2012-01-07,7.8,12.6,18.1,67.62,0,217.92,895,1.82,9,NNW,15.21,1
2012-01-08,8.3,13.32,19.6,68.25,0,243.67,846,1.95,9.3,NW,15.87,1
2012-01-09,8.4,12.74,18,81.46,0,245.88,977,1.9,9.4,NNW,13.43,1
2012-01-10,7.7,13.39,20.3,76.42,0,251.17,1000,1.92,9.6,NNW,15.58,1
2012-01-11,8,12.65,19.1,78.04,0,190.62,1104,1.54,10.1,NNW,12.26,1
2012-01-12,7.9,12.4,19.8,79.83,0,239.62,956,1.78,8.9,NNW,13.09,1
2012-01-13,9.2,13.47,18.7,69.5,0,240.88,861,1.91,9.1,NNW,35.87,1
2012-01-14,11.1,13.3,16.2,74.04,0,179.33,1018,1.57,9.8,NNW,47.16,1
2012-01-15,10.2,12.55,16.1,72.38,0,246,896,2.18,10.3,N,58.88,1
2012-01-16,10.7,13.2,16.8,74.5,0,247.58,1048,2.17,11.2,N,46.55,1
2012-01-17,10,14.18,19.6,66.62,0,243.08,1016,2.07,10,NNW,24.11,1
2012-01-18,7.8,13.52,19.6,61.96,0,247.42,891,2.06,9.7,N,27.38,1
2012-01-19,6.9,13.38,18.1,58.88,0,253.71,896,1.97,9.3,NNW,33.1,1
2012-01-20,6.1,11.6,18.2,64.38,0,254.79,902,1.88,9.1,NNW,13.43,1
2012-01-21,6.4,11.43,17.6,71.79,0,254.88,933,1.89,9.1,ESE,22.27,1
2012-01-22,7.1,11.77,17.5,74.54,0,239.75,1121,1.83,10,NNW,14.66,1
2012-01-23,7.5,11.7,16.8,78.54,0,170.08,1169,1.35,9.4,NNW,13.86,1
2012-01-24,6.9,11.44,16.9,80.42,0,166.75,1155,1.35,9.3,NNW,13.08,1
2012-01-25,7.7,11.67,16.8,79.96,0,232.04,1060,1.82,9.5,NNW,13.92,1
2012-01-26,7,12.23,18,82.17,0,230.71,1046,1.8,9.8,NNW,13.3,1
2012-01-27,10.2,12.64,15.5,77.67,0,153.62,1055,1.39,10.2,NNW,37.46,1
2012-01-28,9.7,13.79,19.3,64.83,0,252.21,1137,2,11,N,31.74,1
2012-01-29,10.2,12.78,16.8,78.67,1,250.79,1127,2.15,11.4,N,56.75,1
2012-01-30,8.7,12.18,16.2,67.96,0,232.88,1065,2.14,11.9,N,58.24,1
2012-01-31,10.1,12.72,16.1,71,0,165.88,1190,1.58,11.5,N,38.5,1
2012-04-01,10.8,15,20.7,83.25,0.2,182.08,1194,2.16,14.7,E,7.06,3
2012-04-02,11.3,14.8,20.2,84.75,0,161.17,1234,2.14,16,ENE,3.2,3
2012-04-03,11,14.98,20.1,87.5,0.4,211.96,1208,2.6,15.8,E,5.07,3
2012-04-04,11.2,15.09,21.8,84.33,1.4,228.38,1114,2.85,15.5,NE,4.2,3
2012-04-05,11.7,15.56,20.9,79.62,0,216.17,1181,2.59,15.1,NE,3.89,3
2012-04-06,12.3,15.58,22.1,83.08,0.6,125,1188,1.64,14.8,SE,2.4,3
2012-04-07,12,16.41,23.7,70.71,0.8,260.46,1018,3.26,15.6,E,20.9,3
2012-04-08,13.1,17.13,24,43.62,0,306.12,1035,3.35,14.9,E,21.93,3
2012-04-09,11.4,14.85,20.8,68.08,0,192.75,1222,2.6,16,ESE,19.71,3
2012-04-10,11.8,14.53,20.9,77.17,0,202.67,1383,2.52,16,E,18.91,3
2012-04-11,8.8,13.66,18.4,81.92,0,147.04,1206,1.61,15,NE,15,3
2012-04-12,9.8,13.8,18.9,89.08,0.8,143.75,1304,1.59,14.3,NW,2.8,3
2012-04-13,11.4,13.47,18.9,93.08,13,155.96,1143,1.84,13.4,ENE,3.73,3
2012-04-14,10.4,13.76,18.5,89.42,0.2,194.83,1257,2.24,16,ENE,4.57,3
2012-04-15,11.7,14.47,18.3,90.67,0.4,169.88,1304,2.11,14.8,ESE,6,3
2012-04-16,12,14.28,18.3,94.71,3.6,121.83,1313,1.6,15.7,ESE,3.2,3
2012-04-17,12.5,14.38,17.2,94.33,0.4,87.88,724,1.02,10.2,ESE,5.04,3
2012-04-18,12.6,15.56,21.2,81.75,0,184.58,1201,2.34,15.3,ENE,12.48,3
2012-04-19,11.6,14.88,19.3,87.46,0,205.21,1287,2.29,14.8,E,14.18,3
2012-04-20,12.4,14.72,17.8,93.29,4.6,142.88,1278,1.67,14,SSE,2.06,3
2012-04-21,11.7,15.33,19.9,85.08,0.2,202.08,1167,2.14,13.8,E,9.64,3
2012-04-22,10.6,14.75,20.5,83.58,2.8,211.5,1227,2.16,13.4,E,15.86,3
2012-04-23,8.5,13.71,21.8,76.33,0,266.38,1067,2.87,13.7,E,9.99,3
2012-04-24,9.1,13.84,21.1,49.33,0,316.92,1042,3.15,13.9,ESE,20.72,3
2012-04-25,5.2,12.61,19.4,66.75,0,277.38,1199,2.61,14.4,ESE,17.18,3
2012-04-26,8.3,12.87,18.3,76.38,0,231.79,1085,2.13,11.8,E,10.86,3
2012-04-27,8.9,12.55,18.2,87.92,0,191,1141,1.88,11.9,ESE,6.41,3
2012-04-28,10.3,14.2,18.9,81.38,0.2,270.79,1211,2.62,13.5,ESE,2.88,3
2012-04-29,9.1,14.14,19.7,77.75,0.2,310.33,1020,3.2,14.1,E,2.93,3
2012-04-30,10.7,14.84,19.2,80.96,0.2,218.79,1071,2.15,11.9,E,5.82,3
2012-05-01,9.6,14.49,19.6,84.33,1.2,235.29,1123,2.12,11.8,ESE,16.29,1
2012-05-01,10.8,14.99,20.9,89,11.2,193.21,1202,1.97,12.9,ENE,3.6,3
2012-05-02,10.1,14.67,18.3,86.08,0,187.92,1269,1.96,14,NNW,13.89,1
2012-05-02,10.9,15.27,19.5,91.25,0.2,202.12,1216,2.24,14.4,WSW,10.2,3
2012-05-03,9.2,14.31,19.5,81.79,0,200.62,1213,2.19,13.6,NNW,14.77,1
2012-05-03,10.9,15.07,21.1,88.5,0.4,195,1151,2.09,13.7,E,9.28,3
2012-05-04,9.7,14.28,19.8,82.17,0,159,1164,1.55,12.4,ESE,15.7,1
2012-05-04,10.4,14.99,21.5,88.33,0.4,170.92,1121,1.82,12.6,E,8.57,3
2012-05-05,9.8,14.17,18.8,82.58,0,165.67,1004,1.33,7.9,ESE,14.26,1
2012-05-05,11.1,15.15,19.7,83.25,0,213.33,944,1.99,10.3,SSW,8.43,3
2012-05-06,9.6,14.25,18.9,82.08,0,150.42,1202,1.4,12.7,ESE,16.1,1
2012-05-06,10.7,15.38,20.9,86.75,0,228.08,1132,2.39,13.3,NE,2.74,3
2012-05-07,10,14.82,19.8,83,0,199.12,1183,1.88,12.4,NNW,12.37,1
2012-05-07,11.7,15.4,20.4,91,0.2,188.17,1285,2.07,12.9,ENE,3.2,3
2012-05-08,10.6,14.9,19.3,81.88,0,224.42,1169,1.92,12,ESE,15.55,1
2012-05-08,11.9,15.6,20.9,89.46,0,261.33,1136,2.49,12.8,SSW,10.05,3
2012-05-09,10.6,14.4,18.6,80.96,0,143.25,1208,1.3,11.7,NNW,12.56,1
2012-05-09,12.8,15.75,20.4,86.42,0,182.54,1155,1.77,12.7,NNW,2.13,3
2012-05-10,10.9,15.8,20.4,63.88,0,252.96,1114,2.4,12.4,E,24.12,1
2012-05-10,12.9,16.32,21.7,74.33,0,235.42,1072,2.42,12.9,NE,10.6,3
2012-05-11,10.7,14.61,18.7,84.58,0,215.67,1141,1.96,12,ESE,13.15,1
2012-05-11,11.4,15.08,19.2,88.5,0.2,197.08,1093,2.04,12.6,ENE,3.66,3
2012-05-12,12.2,16.33,21.8,78,0,263.08,1081,2.37,12.4,N,14.24,1
2012-05-12,13.1,16.64,23.8,83.75,0,223.92,1021,2.32,12.9,S,2.56,3
2012-05-13,11,15.3,20.4,75.67,0,148.75,1016,1.5,10.5,N,30.76,1
2012-05-13,12.7,16.25,22.5,78.75,0,161.54,1069,1.71,13.7,E,20.51,3
2012-05-14,12.9,15.39,19.1,76.08,0,191.75,1361,1.99,16,N,32.99,1
2012-05-14,13.2,15.55,20.9,81.38,0,153.75,1346,2.13,16,E,22.34,3
2012-05-15,10.2,14.2,20.3,84.88,14,199.92,1419,2.09,15.6,E,22.54,1
2012-05-15,11.4,14.55,21.7,88.92,20.6,119.33,1243,1.27,13.3,E,9.93,3
2012-05-16,11.3,14.19,18.7,89.5,9.6,140.75,1454,1.88,16,NNW,11.03,1
2012-05-16,12.2,14.47,19,93.08,21.2,113.54,1255,1.38,16,S,9.93,3
2012-05-17,11.6,14.02,18.2,91.33,29,125.83,1093,1.37,14.3,ESE,13.4,1
2012-05-17,12.6,14.75,20.1,93.5,54,133.54,1099,1.78,16,E,4.81,3
2012-05-18,11.7,14.78,18.9,88.75,0.2,141.83,900,1.71,11,NNW,11.96,1
2012-05-18,12.6,15.38,19.6,89.88,0.4,182.42,991,2.3,13.1,WSW,12.1,3
2012-05-19,11.9,14.39,18.7,90.54,12.8,138.54,946,1.43,11.3,NNW,12.26,1
2012-05-19,12.3,14.64,19,93.38,18,125.33,1051,1.33,13.4,ESE,10.45,3
2012-05-20,12.3,14.33,17.7,92.21,14.4,122.21,1171,1.48,16,E,18.3,1
2012-05-20,13.3,14.58,17.2,96.12,25.4,67.92,689,0.8,6.8,ENE,4,3
2012-05-21,11.3,14.16,18.3,91.79,9.6,114.79,849,1.38,11.8,ESE,13.15,1
2012-05-21,13.2,14.88,18.6,92.67,0.8,120.75,854,1.57,12.5,E,11.28,3
2012-05-22,11,13.47,17.5,93.5,21.6,88.54,865,0.9,9.2,ESE,6.15,1
2012-05-22,12,14.4,20.7,92.88,5.2,116.04,1027,1.28,13.6,E,12.24,3
2012-05-23,11.6,14.16,18.4,90.21,12.8,158.04,1412,1.76,16,NNW,10.86,1
2012-05-23,12.6,15.13,19.6,92.42,0.2,187.08,1201,2.4,16,SW,8.68,3
2012-05-24,12.3,14.74,19.2,93.25,5.6,159.29,1310,1.88,13.8,ESE,12.34,1
2012-05-24,13.1,15.54,20.3,94.17,2,153.92,1238,1.87,14.7,NE,4.8,3
2012-05-25,11.8,14.9,18.7,90.71,2.4,236.25,1292,2.48,14.2,ESE,16.81,1
2012-05-25,12.7,15.36,19.2,92.71,9.2,148.29,1158,1.56,13.1,NE,4.27,3
2012-05-26,12.4,14.17,17,92.83,4.2,72.12,875,0.71,12.3,NNW,10.48,1
2012-05-26,13.3,14.75,17.8,97,26,79.29,926,0.96,12.1,ESE,3.47,3
2012-05-27,11.1,13.44,15.7,93.08,9.2,98.42,1007,1.03,13.2,ESE,14.27,1
2012-05-27,11.6,14.25,18.4,93.17,12.8,149.04,1051,1.72,10.9,WSW,6.67,3
2012-05-28,9.9,13,16.3,89.21,13,109,1018,0.86,7.7,NNW,15.7,1
2012-05-28,10.9,13.69,17.9,91.83,24.4,140.46,1371,1.47,16,E,6.43,3
2012-05-29,10.4,13.48,17.4,85.92,0,146.96,1352,1.3,13.9,NNW,15.7,1
2012-05-29,11.1,14.48,18.8,85.04,0.2,208.38,1304,2.22,15.5,SW,12.22,3
2012-05-30,9.9,13.22,17.2,87.88,1.4,172.38,1375,1.68,14.3,NNW,11.46,1
2012-05-30,10.7,14.37,18.7,90.08,4.8,189.21,1259,2.21,14.7,ESE,3.89,3
2012-05-31,9.2,13.19,17.1,88.29,0,231.46,1269,2.18,14.1,NNW,11.88,1
2012-05-31,10.9,14.28,18.6,92.17,0.4,191.46,1336,2.2,15.2,ENE,2.67,3
2012-06-01,9.5,13.65,19.3,85.21,0,229.58,1521,2.42,16,NNW,13.79,1
2012-06-02,11.1,14.25,19.9,85.54,4.2,168.46,1577,1.87,16,NNW,11.7,1
2012-06-03,10.6,14.14,18.7,87.96,24,201.25,1030,2.16,13,ESE,16.5,1
2012-06-04,11.6,14.48,19.3,87.92,18.6,241.46,1227,2.64,15.2,NNW,14.03,1
2012-06-05,10.8,13.47,17.6,92.5,11.4,143.96,1215,1.48,15.3,NNW,13.17,1
2012-06-06,10.6,13.99,19,90.17,9.2,185,1234,2.22,14.4,ESE,16.7,1
2012-06-07,11.6,15.2,19.3,87.17,0,284.08,1259,2.92,15.1,NNW,10.21,1
2012-06-08,12.5,15.54,20.9,85,0,238.08,1266,2.44,14.9,NNW,9.68,1
2012-06-09,11.6,16.13,21.9,81,0,304.29,1129,3.07,14.8,NNW,10.07,1
2012-06-10,11.4,14.73,18.7,88.12,6.6,156.33,1072,1.55,13,ESE,13.08,1
2012-06-11,11.6,14.47,18.2,84.08,21.2,113.12,990,1.18,10.8,N,21.27,1
2012-06-12,9,14.45,19.2,69.58,0,257.54,1438,2.77,16,N,29.48,1
2012-06-13,10.1,13.84,17.4,67.46,0,194.5,1093,1.93,13,NNW,22.2,1
2012-06-14,11.8,13.67,16.7,85.33,11.6,104.42,1239,1.13,16,N,25.43,1
2012-06-15,11.2,13.05,16.3,90.75,2.8,120.75,1376,1.7,16,ESE,13.4,1
2012-06-16,8.8,13.68,19.2,84.79,2.2,238.67,1176,2.71,14.6,ESE,17.47,1
2012-06-17,10.6,12.7,15.5,93.88,6.8,96.5,703,0.82,10.2,NNW,11.04,1
2012-06-18,10.8,12.79,15.2,93.38,0.2,99.33,946,0.85,7.6,ESE,12.74,1
2012-06-19,11.8,12.98,15.6,96.46,15.4,87.71,1253,1,16,S,15.83,1
2012-06-20,11.8,14.48,18.8,93.54,0.6,205.83,1243,2.46,16,ESE,13.52,1
2012-06-21,12.1,14.57,18.3,92,0.8,135.62,953,1.53,12.7,NNW,8.2,1
2012-06-22,12.2,14.57,19.5,91.88,1.2,125.17,1343,1.48,15.9,ESE,13.05,1
2012-06-23,11.1,13.17,16.7,94.33,18.8,109.5,1350,1.33,16,E,10.45,1
2012-06-24,10.3,13.75,17.9,89.79,0.2,224,1195,2.42,13.8,ESE,14.69,1
2012-06-25,11.1,14.4,18.6,90.83,0,234.38,1253,2.48,15.5,ESE,15.69,1
2012-06-26,10.4,13.82,17.3,92.71,0,143.21,1053,1.48,12.7,ESE,14.64,1
2012-06-27,10.4,14.78,19.3,88.21,0.2,244.5,1259,2.65,14.6,SE,4.6,1
2012-06-28,10.4,15.22,20.8,82.17,0,296.96,1208,2.94,14.5,N,14.22,1
2012-06-29,10.4,15.01,19.7,72.58,0,263.79,1107,2.57,13.1,N,24.34,1
2012-06-30,8.1,12.44,18,82.5,14,136.25,1354,1.26,15.3,NNW,18.87,1
2012-11-01,12,13.38,15.2,88.12,0,18.75,114,0,0,N,5.1,1
2012-11-01,9.4,12.71,17.9,93.21,0.06,111.92,1081,1.21,13.3,SW,2.53,3
2012-11-01,8.3,9.66,12.7,92.08,0.12,52.5,360,0.5,4.6,NE,2.42,5
2012-11-01,8.6,12.58,18.7,87.25,0.18,200.42,1151,1.71,10.8,SSW,1.33,10
2012-11-02,9,13.18,18.1,80.96,0,198.54,1132,2.17,13.8,N,4.66,1
2012-11-02,10.5,13.9,19.1,83.75,0,189.67,1230,2.17,14.8,E,3.33,3
2012-11-02,5.9,9.1,13.8,90.21,0.02,151.58,1269,1.72,15,NNW,3.44,5
2012-11-02,8.7,12.54,17.8,86.08,0,194,1229,1.72,11.6,E,3.25,10
2012-11-03,7.8,12.92,19.7,82.25,0.16,219.08,1060,2.17,12.8,NNW,3.3,1
2012-11-03,9.6,13.62,20.6,89.38,0.01,154.29,1259,1.63,13.1,SW,2.14,3
2012-11-03,3.7,9.68,16.1,84,0.18,197.62,1239,2.32,13.3,NW,1.6,5
2012-11-03,8.2,13.14,20,82.62,0.35,250.62,988,2.15,10.6,ENE,2.94,10
2012-11-04,9.5,14.85,20.6,75.62,0,268.96,977,2.52,12.4,N,6.48,1
2012-11-04,11.3,15.2,22.7,84.12,0,178.92,1313,1.95,12.6,ENE,4.66,3
2012-11-04,7.7,11.59,16.7,80.83,0,251.29,1028,2.7,12.7,ENE,5.07,5
2012-11-04,8.6,14.05,20.4,82.5,0,260.88,1155,2.08,11.3,ENE,3.7,10
2012-11-05,10.9,14.62,18.9,79.29,0,189.62,1141,1.88,13.9,N,7.88,1
2012-11-05,12.6,14.84,19.3,84.42,0,187.62,1194,1.96,14,E,5.82,3
2012-11-05,8.3,10.7,14.4,89.56,0,238.39,1099,2.51,14,NNW,7.22,5
2012-11-05,10.1,13.79,19.7,82.62,0,167,1069,1.47,10.9,E,4.71,10
2012-11-06,10.7,14.42,18.3,79.71,0,179,1120,1.86,14.6,N,6.99,1
2012-11-06,11.8,14.48,19.3,83.88,0,124,1308,1.61,15.3,E,5.63,3
2012-11-06,8.1,10.21,13.9,90.33,0,175.54,1339,2.12,15.3,N,6.4,5
2012-11-06,10.6,13.4,18.7,83.67,0,124.71,1260,1.24,12,ENE,3.72,10
2012-11-07,10.3,14.63,19.6,71.92,0,239.75,963,2.36,12.2,N,8.27,1
2012-11-07,10.2,13.69,20.4,77.54,0,228.83,962,2.47,12.2,E,8.34,3
2012-11-07,7.4,10.16,16.1,82.54,0,165.88,1192,1.98,14.3,NNW,6.37,5
2012-11-07,9.8,13.37,19.6,78.79,0,229.67,1046,2.17,12.6,S,1.62,10
2012-11-08,8.8,13.21,18.9,65.08,0,246.75,911,2.31,11.7,N,7.51,1
2012-11-08,9.3,12.98,19.9,74.67,0,259.67,921,2.58,12.1,E,7.44,3
2012-11-08,4.7,9.24,15.1,76.04,0,219.17,888,2.45,12.1,NNW,4.04,5
2012-11-08,17.4,20.25,25.9,57.8,0,191,754,1.41,7.2,,,6
2012-11-08,8.6,12.58,19,74.08,0,246.25,926,2.2,10.4,SSW,1.44,10
2012-11-09,7.4,13.06,19.8,71.25,0,260.25,925,2.32,11.6,N,5.32,1
2012-11-09,9.7,13.75,21.6,78.92,0,206.33,1204,2.08,13.2,E,5.97,3
2012-11-09,3.5,9.58,15.8,73.04,0,255.12,962,2.68,12.5,NW,2.01,5
2012-11-09,16.4,20.44,27.9,61.79,0,246.5,918,2.14,9.9,,,6
2012-11-09,7.4,12.36,20.3,77.5,0,266.92,1030,2.18,10.8,S,1.83,10
2012-11-10,7.4,12.83,19.3,72,0,257.96,914,2.26,11.5,N,6.08,1
2012-11-10,6.9,13.03,21.1,81.62,0.01,220.46,1123,2.22,12.4,E,2.79,3
2012-11-10,4.1,9.5,15.7,74.92,0,243.88,990,2.62,12.7,ESE,4.58,5
2012-11-10,13.8,19.65,27.1,64.92,0,247.5,916,2.11,9.9,,,6
2012-11-10,8.1,12.45,19.3,75.92,0,262.25,1023,2.09,10.3,S,1.71,10
2012-11-11,7.1,12.69,19.5,73.83,0,242.42,1171,2.04,11.1,NNW,3.38,1
2012-11-11,8.6,14.11,21.4,81.83,0,228.5,1202,2.22,12.9,E,2.57,3
2012-11-11,2.8,9.45,15.7,76.38,0,195.17,1174,2.17,12.9,NNW,2.55,5
2012-11-11,13.7,19.36,26.4,71.42,0,238.12,879,2.08,9.8,,,6
2012-11-11,7.7,13.14,19.9,76.04,0,230.96,1100,1.92,10.1,E,3.06,10
2012-11-12,6.7,13.21,19.4,71.83,0,237.08,1035,2,11.2,N,8.82,1
2012-11-12,8.6,14.13,20.4,82.12,0.02,185,1085,1.92,12,E,3.44,3
2012-11-12,2.9,9.4,15,76.79,0.03,237.42,916,2.48,11.8,NNW,6.26,5
2012-11-12,13.3,19.45,26.7,72.12,0,230,1027,1.94,10.1,,,6
2012-11-12,7.6,13.25,18.7,75.38,0,237.58,951,1.93,9.7,E,5.17,10
2012-11-13,11.2,13.92,17.5,67.54,0.01,265.12,921,2.01,10.3,N,12.24,1
2012-11-13,11.4,13.8,18.3,75.5,0.01,262.96,933,2.4,11.5,ENE,8.04,3
2012-11-13,7.1,9.35,13.2,77.5,0.01,214.5,1020,1.85,11.7,NNW,9.43,5
2012-11-13,16.9,20.35,25.2,58.29,0,250.38,888,2.1,9.7,,,6
2012-11-13,9.2,13.38,19.1,63.04,0,256.08,939,2,9.7,S,2.14,10
2012-11-14,10.1,13.17,18.4,75.79,0,194.25,1083,1.62,11.3,N,8.14,1
2012-11-14,9.6,13.16,18.5,79.75,0,249,912,2.41,11.5,E,6.92,3
2012-11-14,5.2,8.88,14.9,85.96,0,194.83,1164,2,12.8,NNW,6.58,5
2012-11-14,16.8,20.06,24.8,59.75,0,215.88,865,1.98,9.8,,,6
2012-11-14,7.9,12.57,19.1,76.83,0,217.17,1197,1.74,10.9,E,4.2,10
2012-11-15,9.2,12.59,17.2,68.5,0,252.25,918,1.97,10.4,N,8.33,1
2012-11-15,9.6,12.88,18.1,75.83,0,262.12,1088,2.43,12.6,E,8.49,3
2012-11-15,4.9,8.19,12.8,79.54,0,243.83,998,2.4,12,NNW,6.73,5
2012-11-15,16.1,19.32,24.5,56.5,0,238.71,893,2.06,9.7,,,6
2012-11-15,6.3,11.21,17.4,70.62,0,238.46,1005,1.88,9.4,S,2.37,10
2012-11-16,9.4,12.35,17.8,70.54,0,270.38,962,1.94,10.2,N,9.19,1
2012-11-16,9.7,12.31,16.4,76.83,0,213.92,1311,1.89,12.2,E,6.31,3
2012-11-16,4.4,8.07,14.3,78.62,0.01,242.21,1004,2.34,12.1,NNW,8.25,5
2012-11-16,13.9,18.2,22.9,61.79,0,238.54,881,2.03,9.7,,,6
2012-11-16,6.7,10.91,17.9,74.79,0,223.96,1183,1.76,10.4,S,2.14,10
2012-11-17,9.5,13.34,18.2,53.54,0,255.08,891,1.93,10.1,N,10.84,1
2012-11-17,9.6,13.17,19.2,62.04,0,260.54,909,2.39,11.3,E,5.82,3
2012-11-17,5.4,8.69,13.6,62.83,0,194.29,983,1.49,11.1,NNW,11.71,5
2012-11-17,12.7,18.49,25.6,52.38,0,241.46,870,2.02,9.5,,,6
2012-11-17,7.6,12.29,18,56.25,0,243.96,911,1.92,9.4,ENE,6.46,10
2012-11-18,7.2,13.64,19.6,63.33,0,236.33,895,1.82,10,N,10.15,1
2012-11-18,9.4,13.55,20.8,72.12,0,253.92,900,2.35,11.1,E,6.97,3
2012-11-18,5.6,9.52,14.9,72.5,0,176.25,1020,1.59,11.2,NNW,7.83,5
2012-11-18,13.8,19.26,25.8,62,0,234.58,863,1.96,9.3,,,6
2012-11-18,8,12.89,19.6,68.58,0,223.04,909,1.84,9.3,SSW,2.21,10
2012-11-19,6.4,12.8,20.6,48,0,257.17,893,1.82,9.6,NNW,3.35,1
2012-11-19,8.4,13.54,22.4,67.96,0,260.88,919,2.3,11,E,5.63,3
2012-11-19,2.5,9.57,16.4,48.62,0,211.33,824,2.23,10.7,N,5.32,5
2012-11-19,12.4,18.55,25.6,62.83,0,235.58,860,1.92,9,,,6
2012-11-19,7.5,12.27,19.8,55.92,0,241.29,909,1.87,9.2,S,2.33,10
2012-11-20,7.8,13.5,20.1,40.83,0,256.71,898,1.78,9.4,N,6.84,1
2012-11-20,5.9,12.88,20.6,57.38,0,259.62,902,2.23,10.4,ENE,4.86,3
2012-11-20,2.9,9.23,16.4,42.17,0,228.38,824,2.25,10.4,NW,3.38,5
2012-11-20,10.3,17.58,25.8,55.21,0,237.46,860,1.88,8.7,,,6
2012-11-20,6.4,11.95,19.4,44.62,0,241.88,918,1.84,9,S,2.13,10
2012-11-21,5.1,12.4,18.9,51.67,0,252.79,882,1.75,9.3,N,6.71,1
2012-11-21,8.2,12.92,20.6,66.71,0,258.88,905,2.26,10.7,E,7.01,3
2012-11-21,1.7,8.19,14.8,56.71,0,227.25,809,2.21,10.3,NW,2.72,5
2012-11-21,14.3,19.19,27.1,55.67,0,238.08,856,1.92,8.9,,,6
2012-11-21,5.8,11.05,18.4,54.92,0,237.67,907,1.81,8.9,E,4.23,10
2012-11-22,8.8,13.43,17.9,69.46,0,230.54,1025,1.58,9.4,N,7.08,1
2012-11-22,10.3,13.22,20.3,81.25,0,176.92,1222,1.7,12.1,E,5.65,3
2012-11-22,4.6,9.18,14.5,78.96,0,199.25,1049,1.99,11.1,NNE,4.36,5
2012-11-22,15.1,19.44,27.6,67.67,0.05,230.88,1028,1.86,9.5,,,6
2012-11-22,6.9,11.8,19.3,75.92,0,228.88,1067,1.74,9,E,3.17,10
2012-11-23,6.8,12.22,20.2,67.96,0,248.79,884,1.76,9.4,N,6.59,1
2012-11-23,9,12.53,19.8,75.54,0,258,896,2.26,10.8,E,6.5,3
