Dia,TempMinAbs,TempProm,TempMaxAbs,Hum,Precipitacion,RadSolar,RadSolarMaxAbs,IndiceUV,IndiceUVMaxAbs,DireccionVientoMax,VelocidadVientoMax,location
2013-07-06,10.1,14.73,19.5,86.48,0.6,257.57,1338,2.58,12.9,ENE,4.61,10
2013-07-07,9,14.7,19.8,76.61,0.4,324.48,1023,2.13,9.8,NW,4.19,1
2013-07-07,15.9,22.73,27.4,80.5,2.03,396.73,1144,3.5,11.5,,0,6
2013-07-07,9.9,14.75,19.6,82.39,0.2,312.52,1085,3.03,13.4,E,4.57,10
2013-07-08,8.1,14.47,19.9,72.13,1.2,306.39,1208,2,10.8,NNW,6.38,1
2013-07-08,16,24.26,25.8,73.4,0,520.91,1324,4.55,12.3,,0,6
2013-07-08,9.1,14.43,19.3,72.83,0.2,290.83,1176,2.75,12.6,ENE,5.28,10
2013-07-09,10.3,14.6,18.6,77.83,0,283.48,1229,2.35,16,NNW,9.7,1
2013-07-09,18.4,25.1,28.2,69.67,0,613.3,1137,5.47,11.1,,0,6
2013-07-09,10.7,14.44,18.9,79.91,0,284.61,1310,2.94,13.3,E,5.31,10
2013-07-10,9.5,14.05,19.7,81.04,0,234.48,1037,1.68,10.9,NNW,4.6,1
2013-07-10,21.3,25.06,26.9,58.78,0,384.7,1090,3.62,10.9,,0,6
2013-07-10,10.6,14.29,19.1,80.3,0,193.78,1053,2.1,11.8,E,1.92,10
2013-07-11,10.5,13.18,17.2,87.83,14.4,103.43,889,0.42,6.5,NW,2.93,1
2013-07-11,19.8,24.92,27.9,57.09,0,610.55,1074,5.43,11.5,,0,6
2013-07-11,10.8,13.47,19.2,88.43,13.8,141.78,1331,1.73,14.6,ENE,1.6,10
2013-07-12,10.3,12.7,16.3,91.65,12.4,98.43,592,0.45,5.9,NNW,2.56,1
2013-07-12,18.9,23.47,25.8,69.09,0,448.82,863,3.9,9.2,,0,6
2013-07-12,10.4,13.05,17.4,91.3,5.2,124.26,657,1.57,8.4,E,2.22,10
2013-07-13,9.9,12.97,19.1,90,24.4,143.96,1306,1.1,13.5,NNW,2.02,1
2013-07-13,17.8,20.34,22.8,86.2,2.55,241.4,1076,2.55,10.8,,0,6
2013-07-13,10.2,13.37,19.1,90.52,28.8,174.09,1369,2.08,14.8,E,2.75,10
2013-07-14,10.3,13.6,17,90.09,1.4,185.04,1162,1.58,14.3,NNW,2.68,1
2013-07-14,16.8,20.65,25.1,84.11,5.34,317.45,1259,3.54,13.4,,0,6
2013-07-14,10.3,14.13,19.4,88.57,1.8,167.91,1021,2.13,15.3,W,2.68,10
2013-07-15,10.2,14.22,19,87.22,1.4,212.48,1375,1.6,13.6,E,5.7,1
2013-07-15,16.2,23.35,26.9,63.67,0,467.33,1013,3.84,10.1,,0,6
2013-07-15,11.1,14.71,19.2,88.26,5.2,236.39,1376,2.53,13.6,ENE,2.41,10
2013-07-16,8.9,15.27,21.9,73.52,0,0,0,0,0,E,6.16,1
2013-07-16,15.1,24.47,28.1,67.8,3.56,568.64,1197,4.81,11.4,,0,6
2013-07-16,9.3,14.93,20.9,83.13,0,288.74,1069,3.03,12.1,E,2.79,10
2013-07-17,10.7,15.37,20.3,74.3,0.2,0,0,0,0,E,9.21,1
2013-07-17,15.9,21.52,25.6,70.44,0,320.56,1099,3.14,12.4,,0,6
2013-07-17,10.8,15.07,19.4,78.48,0.2,308.7,1151,3.04,12.9,E,4.68,10
2013-07-18,10.3,15.94,20.4,70.48,0,0,0,0,0,E,7.89,1
2013-07-18,15.8,22.23,25.5,78,0.25,370.25,1336,3.59,12.7,,0,6
2013-07-18,11.3,15.13,19.5,79.83,0,240.35,1225,2.52,13.3,E,3.74,10
2013-07-19,12.6,15.74,19.7,67.65,0,0,0,0,0,E,8.12,1
2013-07-19,17.9,22.84,25,77.89,1.78,384.18,1297,3.56,11.6,,0,6
2013-07-19,11.2,14.44,18.7,78.13,0,155.09,1362,1.87,14.6,E,3.56,10
2013-07-20,10.1,14.57,19.9,77.09,7.2,0,0,0,0,E,8.5,1
2013-07-20,16.6,23.09,26.9,76.56,0,549.1,1480,5.24,13.9,,0,6
2013-07-20,9.8,13.54,18.4,83.61,8.2,145.22,1273,1.62,13.8,ENE,3.12,10
2013-07-21,9.5,14.61,19.1,75.57,0.6,0,0,0,0,E,8.1,1
2013-07-21,17.2,21.29,25,81.89,0.25,340,1450,3.81,14.3,,0,6
2013-07-21,9.5,13.57,18.2,85.57,6,167.13,1355,1.9,13.6,ENE,4.61,10
2013-07-22,11.6,14.97,18.9,74.09,1.2,231.74,1229,1.9,10.9,E,9.58,1
2013-07-22,16.1,22.06,24.2,78.4,0,415.3,974,3.98,9.8,,0,6
2013-07-22,10.2,14.06,18.1,80.65,0,247.17,1239,2.49,12,E,5.59,10
2013-07-23,11.7,14.97,19.3,80,8.8,254.83,1324,2.12,12.8,NNW,7.14,1
2013-07-23,16.3,21.17,25.8,78.9,1.78,318.18,940,3.11,11.6,,0,6
2013-07-23,10.9,13.88,18.8,86.87,36.8,203.52,1301,2.27,14,ENE,3.45,10
2013-07-24,12.8,15.75,19.7,74.43,0,336.48,1194,2.58,16,NNW,9.06,1
2013-07-24,16.8,22.38,25.6,79.25,1.52,402,1368,4.06,12.6,,0,6
2013-07-24,11.2,14.76,18.5,80.7,0,223.83,1299,2.4,13.5,E,5.63,10
2013-07-25,12.2,15.58,18.9,68,0,335.3,1063,2.34,10.8,NNW,9.95,1
2013-07-25,16.6,22.81,25.9,79.12,18.54,433.3,1387,4.15,13.1,,0,6
2013-07-25,11,15.1,18.8,67.22,0,326.65,1027,3.04,11.7,E,5.06,10
2013-07-26,10.8,15.3,18.8,68.57,0,333.57,1037,2.33,12.7,NNW,9.49,1
2013-07-26,15.2,23.78,27.6,71.78,0,559,1053,5.02,10.8,,0,6
2013-07-26,10.3,14.54,18.6,72.7,0,333.17,1199,2.93,12.7,E,4.11,10
2013-07-27,12.5,15.15,19.2,60.39,0,309.17,1025,2.31,10.9,NNW,8.49,1
2013-07-27,16.1,22.25,25.8,79.1,0.5,431.82,1311,3.91,12.3,,0,6
2013-07-27,10.7,14.28,19,66.22,0,289.52,1185,2.82,12,E,4.64,10
2013-07-28,8.9,14.89,19.9,73.87,0,317.61,1062,2.39,11.4,NNW,5.65,1
2013-07-28,17.7,23.4,26.4,74.78,0.76,512.7,1190,4.73,11.9,,0,6
2013-07-28,9.4,14.32,20.2,78.09,0,253.3,1187,2.52,12.9,ENE,2.35,10
2013-07-29,9.6,14.85,20.1,72.83,1.8,255.87,1327,2.03,12.5,NNW,6.79,1
2013-07-29,16.4,22.07,26.1,81.33,0,561.6,995,3.8,9.9,,0,6
2013-07-29,10.2,14.3,19.4,78.35,7.2,208.52,1172,2.16,12.4,ENE,4.66,10
2013-07-30,11,14.57,17.9,78,16.2,204.74,1327,1.43,12.3,N,7.53,1
2013-07-30,10.4,13.45,17.3,85.39,17.4,137.35,1299,1.54,13.1,E,4.65,10
2013-07-31,9.9,15.15,19.4,71.95,0.2,344.41,1074,2.63,11.9,NNW,7.07,1
2013-07-31,9.9,14.31,19.1,78.3,0.2,310.35,1243,2.97,13.1,ENE,4.17,10
2013-08-01,10.5,14.9,19.3,76.87,2.2,247.78,1317,1.83,12,NW,7.32,1
2013-08-01,10.5,14.9,19.3,76.87,2.2,247.78,1317,1.83,12,NW,7.32,10
2013-08-02,8.2,14.2,19.7,77.43,0,279.17,1334,1.81,12.3,E,5.83,1
2013-08-02,8.2,14.09,19.7,78.08,0.2,267.54,1334,1.74,12.3,E,5.83,10
2013-08-03,9.2,14.3,19,74.74,8.2,231.26,1382,1.65,13,NNW,5.91,1
2013-08-03,9.2,14.2,19,74.67,8.2,221.62,1382,1.58,13,NNW,5.91,10
2013-08-04,12.1,14.87,18.4,79.3,6.2,305.78,1281,2.37,12,NNW,8.7,1
2013-08-04,11.9,14.76,18.4,79.88,6.6,293.04,1281,2.28,12,NNW,8.7,10
2013-08-05,12.5,14.86,17.8,78.96,5,264.7,1445,1.83,13.5,NNW,9.66,1
2013-08-05,12.5,14.77,17.8,79.17,5,253.67,1445,1.75,13.5,NNW,9.54,10
2013-08-06,10.5,14.88,19,70.35,0,252.78,1141,1.69,10,NNW,6.6,1
2013-08-06,10.5,14.8,19,71,0,242.25,1141,1.62,10,NNW,6.6,10
2013-08-07,8.5,14.5,20,65.87,0,328.43,1109,2.21,10.9,NNW,5.53,1
2013-08-07,8.5,14.36,20,66.54,0,314.75,1109,2.12,10.9,NNW,5.53,10
2013-08-08,7.8,13.69,19.4,67.91,0,315.96,1004,2.03,10,E,5.3,1
2013-08-08,7.8,13.6,19.4,67.79,0,302.79,1004,1.95,10,E,5.3,10
2013-08-09,8.1,13.3,18.3,78.87,1.6,249.13,1165,1.65,10.2,NNW,3.4,1
2013-08-09,8.1,13.12,18.3,79,1.6,238.75,1165,1.58,10.2,NNW,3.4,10
2013-08-10,10.1,14.17,18.6,85.78,1.6,215.17,1262,1.41,11.2,NW,3.63,1
2013-08-10,10.1,14.06,18.6,86.17,1.6,206.21,1262,1.35,11.2,NW,3.63,10
2013-08-11,10.8,14.9,18.7,81.3,4.4,182.35,1427,1.47,13.8,NNW,5.98,1
2013-08-11,10.8,14.84,18.7,81.5,4.4,174.75,1427,1.41,13.8,NNW,5.98,10
2013-08-12,12.2,14.67,19.8,82.43,8.4,230.65,1253,1.89,13.3,NNW,6.39,1
2013-08-12,12.2,14.62,19.8,82.71,9,221.04,1253,1.81,13.3,NNW,6.39,10
2013-08-13,12.1,14.02,17.2,79.57,0,194.57,1339,1.58,14.1,NNW,7.59,1
2013-08-13,12.1,13.96,17.2,79.83,0,186.46,1339,1.51,14.1,NNW,7.59,10
2013-08-14,11.9,15.62,19.6,75.09,0,298.7,1208,2.37,13.7,N,5.84,1
2013-08-14,11.9,15.5,19.6,75.33,0,286.25,1208,2.27,13.7,N,5.84,10
2013-08-15,10.9,14.48,20.1,87.57,8.6,169.3,1243,1.13,12.9,E,4.82,1
2013-08-15,10.9,14.43,20.1,87.46,8.6,162.25,1243,1.08,12.9,E,4.82,10
2013-08-16,11.3,13.79,16.7,92.22,41.2,88.35,865,0.33,5.1,E,3.4,1
2013-08-16,11.1,13.68,16.7,92.21,41.2,84.67,865,0.32,5.1,E,3.4,10
2013-08-17,10.7,13.9,19.3,90.91,22.2,217.78,1352,1.72,14.1,E,4.64,1
2013-08-17,10.7,13.8,19.3,90.88,22.2,208.71,1352,1.65,14.1,E,4.64,10
2013-08-18,10.5,14.05,18.9,90.52,15.8,218.91,1250,1.45,12.2,NW,2.5,1
2013-08-18,10.5,13.98,18.9,90.71,15.8,209.79,1250,1.39,12.2,NW,2.47,10
2013-08-19,10.2,14.68,19.2,86.04,0.8,327.74,1257,2.35,12.4,NNW,3.08,1
2013-08-19,10.2,14.55,19.2,86.29,0.8,314.08,1257,2.25,12.4,NNW,3.08,10
2013-08-20,11.6,15.23,18.7,80.7,1.2,186.7,1230,1.24,12.2,NNW,5.61,1
2013-08-20,11.6,15.11,18.7,81.29,1.2,178.92,1230,1.19,12.2,NNW,5.61,10
2013-08-21,11.4,15.49,19.7,77.3,0.2,280.13,1346,2.18,12.4,N,6.96,1
2013-08-21,11.4,15.44,19.7,77.42,0.2,268.46,1346,2.09,12.4,N,6.96,10
2013-08-22,13.1,15.3,19.7,78.17,1.2,299.57,1107,2.32,12.1,N,7.62,1
2013-08-22,13.1,15.23,19.7,78.62,1.4,287.08,1107,2.22,12.1,NNW,8.42,10
2013-08-23,11.9,15.17,19.5,79.65,2.8,250.91,1111,1.77,10.9,NNW,6.49,1
2013-08-23,11.9,15.1,19.5,79.83,2.8,240.46,1111,1.7,10.9,NNW,6.49,10
2013-08-24,11.9,13.26,17,94,5.8,100.48,777,0.55,9.6,NW,2.23,1
2013-08-24,11.9,13.23,17,94.04,5.8,96.29,777,0.52,9.6,NW,2.23,10
2013-08-25,11.8,13.47,17.7,94.17,17.8,149.17,1390,1.37,16,E,3.2,1
2013-08-25,11.8,13.44,17.7,94.17,17.8,142.96,1390,1.31,16,E,3.2,10
2013-08-26,9.8,13.7,18.1,76.48,0,254.83,954,1.69,9.5,E,4.74,1
2013-08-26,9.8,13.63,18.1,77.33,0,244.21,954,1.62,9.5,NE,1.62,10
2013-08-27,10.3,14.69,19.9,80.78,8,242.65,1345,1.74,13,NNW,5.41,1
2013-08-27,10.3,14.58,19.9,80.71,8,232.54,1345,1.67,13,NNW,5.41,10
2013-08-28,9.9,13.42,18.9,88.7,6.8,189.26,1338,1.53,14,E,3.8,1
2013-08-28,9.9,13.41,18.9,88.67,6.8,181.38,1338,1.47,14,E,3.8,10
2013-08-29,10.3,13.82,17.6,92.13,0.8,141.22,1306,0.96,11.9,E,4.55,1
2013-08-29,10.3,13.75,17.6,92.33,1.2,135.33,1306,0.92,11.9,E,4.55,10
2013-08-30,10.6,13.58,17.5,93.3,24.2,118.96,1306,0.61,8.5,SSE,0.82,1
2013-08-30,10.6,13.55,17.5,93.38,24.2,114,1306,0.59,8.5,SSE,0.82,10
2013-08-31,10.7,13.25,17.2,91.65,11.2,162.65,1345,1.23,12.9,NNW,2.53,1
2013-08-31,10.7,13.21,17.2,91.88,13.4,155.88,1345,1.18,12.9,NNW,2.53,10
2013-09-01,10.7,13.2,16.9,93.83,4.32,143.3,1491,1.24,14.7,E,2.86,1
2013-09-01,10.7,13.2,16.9,93.83,3.4,143.3,1491,1.24,14.7,E,2.86,6
2013-09-01,10.8,13.42,18.1,92.83,3.4,130.67,1403,1.59,15.7,W,1.13,10
2013-09-02,10.6,13.46,17.3,91.39,0,170.48,925,1.03,6.2,NW,1.76,1
2013-09-02,10.6,13.46,17.3,91.39,0,170.48,925,1.03,6.2,NW,1.76,6
2013-09-02,10.7,13.74,19.4,89.52,0,181.26,1095,2.04,12.2,W,1.78,10
2013-09-03,10.6,13.17,17.1,91.74,10.65,127.65,1246,0.82,13.8,NW,2.17,1
2013-09-03,10.6,13.17,17.1,91.74,8.4,127.65,1246,0.82,13.8,NW,2.17,6
2013-09-03,10.7,13.15,17.1,92.57,30,104.52,1046,1.24,12,WNW,1.88,10
2013-09-04,10.5,13.22,16.6,95,19.04,105.57,1100,0.57,13.2,E,3.3,1
2013-09-04,10.5,13.22,16.6,95,15,105.57,1100,0.57,13.2,E,3.3,6
2013-09-04,10.2,13.26,17.4,95.13,15.2,85.65,1278,1.17,12.7,ENE,1.78,10
2013-09-05,11.1,13.2,16.2,93.65,37.58,87.35,1002,0.39,9.2,E,3.02,1
2013-09-05,11.6,12.98,16.2,93.2,0.4,122.2,1002,0.66,8.8,N,1.63,6
2013-09-05,11.5,13.84,19.2,94.87,36.4,105.39,1324,1.29,16,S,1.01,10
2013-09-06,9.6,13.77,19.7,85.7,4.31,265,1109,1.91,11,NW,3.22,1
2013-09-06,10.7,14.56,20.7,87.7,3,215.04,1239,2.13,13.5,NE,1.36,10
2013-09-07,9.8,13.86,17.4,91.43,17.52,172.04,1348,1.02,11.8,ESE,4.03,1
2013-09-07,11.3,14.53,18.3,93.83,16.2,145.57,1331,1.37,13.7,SW,1.97,10
2013-09-08,10.5,13.6,17.7,93.26,44.71,151.04,1058,0.85,9.3,E,2.37,1
2013-09-08,10.9,14.47,19.4,92.96,18.6,212.91,1306,2.16,13.6,ENE,1.1,10
2013-09-09,10.3,13.57,17.6,94,29.19,121.04,1058,0.62,9.2,NNW,2.87,1
2013-09-09,12.2,14.34,17.7,94.96,18.4,136.43,1053,1.43,10.9,NE,0.88,10
2013-09-10,11.2,14.03,17.8,92.04,6.85,244.83,1445,2.01,15.4,E,4.59,1
2013-09-10,11.6,14.07,18.1,93.91,4.6,125.04,1394,1.53,14.5,SW,0.87,10
2013-09-11,10.3,13.54,17.6,92.26,7.86,169.17,1503,1.39,14.7,E,5.28,1
2013-09-11,10.3,13.59,18.3,92.61,2,125.13,1236,1.55,14.6,ENE,2.73,10
2013-09-12,10.9,12.57,15.2,96.13,25.13,80.39,445,0.34,4.9,NNW,1.58,1
2013-09-12,11.1,12.83,16.4,93.43,31.6,93.78,691,1.14,7.4,WNW,4.02,10
2013-09-13,9.8,12.2,14.3,95.35,0.76,86.48,469,0.39,5.3,ESE,1.7,1
2013-09-13,10.4,12.21,14.4,94.52,0.6,72.61,394,0.9,5.3,W,2.35,10
2013-09-14,9.2,13.69,17.3,92.96,5.33,173.74,1116,1.28,12.7,E,2.39,1
2013-09-14,9.2,14.07,19.6,90.48,0,212,1164,2.32,13.9,ENE,1.93,10
2013-09-15,10.7,14.27,19,89.83,21.33,143.48,1114,0.83,10,E,3.51,1
2013-09-15,10.9,14.97,22,88.09,10,178.74,1158,1.89,12.3,ENE,2.36,10
2013-09-16,11.2,14.18,19.4,91.43,4.58,142.74,1375,1.14,14.4,E,3.06,1
2013-09-16,11.3,14.1,20.3,92.83,37.2,121.04,1262,1.52,12.9,W,1.67,10
2013-09-17,11.7,13.97,18.1,93.3,23.85,86.91,1009,0.53,9.7,NW,2.05,1
2013-09-17,12,14.36,20.9,92.61,4.6,113.52,1074,1.37,12.7,WSW,0.76,10
2013-09-18,11.8,13.02,15.2,97.13,3.53,63.87,615,0.24,4.6,ESE,2.04,1
2013-09-18,12.2,13.43,16.1,96.61,7.4,103.57,587,1.28,8.6,W,1.49,10
2013-09-19,10.7,13.51,16.1,95.04,0.5,111.65,1116,0.53,9.2,E,3.95,1
2013-09-19,10.6,13.42,17.8,95.39,2.4,111.43,1083,1.3,11.9,W,2.18,10
2013-09-20,11.6,13.72,16.7,95.09,1.77,125.26,1132,0.87,11.3,ESE,2.18,1
2013-09-20,12.1,13.98,18.5,94.7,11.2,111.13,1443,1.39,14.9,W,2.82,10
2013-09-21,11,13.53,17.4,93.57,1,134,1310,0.92,10.4,E,4.74,1
2013-09-21,11.4,13.99,18.9,91.57,0.4,128,1389,1.59,12.4,W,2.4,10
2013-09-22,11.7,14.14,17.3,91.26,0,153.61,1081,1.15,12.1,ESE,2.01,1
2013-09-22,11.9,14.18,19,90.09,0.8,115.87,1215,1.46,10.8,W,2.81,10
2013-09-23,11.9,13.76,18.6,93.52,11.41,132.57,1041,0.99,10.2,ESE,2.37,1
2013-09-23,11.8,13.54,19.6,95.39,17.8,106.35,1056,1.25,12.5,NE,0.68,10
2013-09-24,11.8,14.44,19.3,91.13,9.9,193.3,1378,1.51,15.1,NNW,3.12,1
2013-09-24,11.8,14.35,21.1,92.87,2.8,118.04,1329,1.52,15.4,ENE,1.84,10
2013-09-25,11.3,14.48,20.4,89.35,6.6,212.09,1201,1.51,10.6,E,4.38,1
2013-09-25,11.4,14.85,21.7,89.04,11.2,220.52,1178,2.25,12.1,SSW,0.93,10
2013-09-26,10.3,15.37,20.4,85.87,2.79,304.7,1137,2.03,11.4,E,5.81,1
2013-09-26,22.7,24.1,24.8,72.75,0,443.25,1195,5.2,10,E,2.2,6
2013-09-26,11.6,15.67,21.3,87.57,3.6,263.91,1169,2.48,12.1,ENE,2.71,10
2013-09-27,10.6,14.73,20.1,78.7,0.5,237.74,1255,1.63,12.1,NNW,3.39,1
2013-09-27,18.8,20.25,22.9,90.25,15.8,105.8,772,0.52,3.8,,0,6
2013-09-27,11,14.26,19.6,84.57,0.6,236.26,1206,2.23,12.9,ENE,2.53,10
2013-09-28,10.2,14.14,19.4,83.43,0,216.7,1252,1.4,10.9,NW,2.97,1
2013-09-28,,,,,0,,,,,,0,6
2013-09-28,10.8,14.43,19.9,86.22,0,220.26,1181,2.15,12.7,ENE,2.91,10
2013-09-29,9.8,15.01,20.4,78.57,0.25,284.48,1104,2.08,10.9,NNW,5.42,1
2013-09-29,,,,,0,,,,,,0,6
2013-09-29,10.1,14.71,20,82.26,0,272.57,1118,2.58,11.3,SSW,1.39,10
2013-09-30,8.4,13.97,18.7,84.35,2.54,188.78,1290,1.28,11.8,E,4.21,1
2013-09-30,,,,,0,,,,,,0,6
2013-09-30,9.2,13.96,19.9,85.39,1.8,165.09,1222,1.8,11.9,ENE,2.66,10
2013-10-01,11.6,14.18,17.8,93.45,6.6,114.86,1327,0.75,12,E,3.32,1
2013-10-01,,,,,0,,,,,,0,6
2013-10-01,11.9,14.29,19,93.83,2.2,118.43,1246,1.34,12.1,E,2.18,10
2013-10-02,9.9,14.56,20.1,84.96,5.33,274.04,1236,2.03,11.6,NNW,3.43,1
2013-10-02,,,,,0,,,,,,0,6
2013-10-02,10.4,14.96,20.4,83.96,3.2,258.74,1227,2.48,12.8,ENE,3.78,10
2013-10-03,9.3,14.08,19.1,84.13,5.34,181.39,1139,1.3,12.7,NNW,3.51,1
2013-10-03,,,,,0,,,,,,0,6
2013-10-03,9.4,13.7,19.1,87.65,33,153.26,1220,1.69,12.6,ENE,2.83,10
2013-10-04,10.7,14.33,19.3,88.57,1.01,249.17,1215,1.88,12.9,E,3.44,1
2013-10-04,,,,,0,,,,,,0,6
2013-10-04,10.8,14.17,19.9,92,1.8,194.96,1023,1.98,11.2,E,3.06,10
2013-10-05,9.4,14.67,19.7,81.96,0.25,247.04,1155,1.81,11.2,E,4.47,1
2013-10-05,,,,,0,,,,,,0,6
2013-10-05,10.3,15.06,21.3,81.39,0.2,250.35,1181,2.49,11.6,ENE,2.4,10
2013-10-06,10.6,14.15,18.6,90.04,1.02,127.87,1285,0.71,10.7,E,4.12,1
2013-10-06,,,,,0,,,,,,0,6
2013-10-06,11.4,14.53,21.6,89.52,19.2,181.52,1292,1.9,13.2,E,4.54,10
2013-10-07,11,13.8,18.6,89.17,44.45,219.96,1172,1.68,11.7,NNW,2.22,1
2013-10-07,,,,,0,,,,,,0,6
2013-10-07,10.9,13.8,19.5,92.04,21,165.96,1100,1.89,12,SW,0.7,10
2013-10-08,9.8,13.76,19.3,90.13,10.41,221.57,1116,1.76,11.2,WNW,1.53,1
2013-10-08,,,,,0,,,,,,0,6
2013-10-08,10.2,13.83,20.5,91,12.6,201.09,1136,2.09,11.8,SW,1.02,10
2013-10-09,11.3,13.8,19.3,92,39.86,119.52,1185,0.75,10.5,NNW,2.3,1
2013-10-09,,,,,0,,,,,,0,6
2013-10-09,11.2,14.11,20.2,91.87,5.8,158.35,1292,1.73,13.1,ENE,2.33,10
2013-10-10,10.2,14.21,18.8,84.96,1.52,165.39,1225,1.01,12.6,NNW,4.53,1
2013-10-10,,,,,0,,,,,,0,6
2013-10-10,10.8,14.19,19.5,88.57,3.2,155.7,1225,1.74,12.6,ENE,3.03,10
2013-10-11,10.3,14.7,19.3,82.96,0.5,227.17,1301,1.52,13,N,4.34,1
2013-10-11,10.7,14.37,20,87.87,0.6,180.35,1209,1.93,12.8,ENE,3.93,10
2013-10-12,11,15.07,19,85.13,2.03,156.26,1220,0.79,12.5,E,5.33,1
2013-10-12,10.7,15.25,21.1,87.04,0.4,260.35,1192,2.57,14.7,E,3.04,10
2013-10-13,12,15.1,19.2,76.61,0.25,262.17,1194,1.77,12.7,N,7.16,1
2013-10-13,10.4,14.59,19.2,78.74,0.2,202.04,1245,2.1,13.1,E,3.64,10
2013-10-14,12,14.18,18.1,81.04,0,167.43,1253,1.34,11.7,ENE,6.98,1
2013-10-14,10.8,13.63,18,82.48,0,192.78,1199,1.94,12.1,E,3.81,10
2013-10-15,9.7,13.91,19.8,87.74,9.39,186.52,1332,1.38,11.9,E,5.56,1
2013-10-15,10.1,14.11,20.6,88.04,0.8,179.43,1229,2.23,14.2,ENE,2.39,10
2013-10-16,10,14.11,19.2,90.61,0.25,197.83,1296,1.46,12.7,E,4.85,1
2013-10-16,10.4,14.69,20.9,89.91,0.2,220.09,1208,2.71,14.1,ENE,3.57,10
2013-10-17,10.7,15.38,20,83.09,0,214.7,1215,1.5,11.6,E,5.97,1
2013-10-17,11.2,14.95,19.9,87.17,2,254.17,1109,2.6,12.6,SSW,1.44,10
2013-10-18,9.9,14.06,19.9,87.17,8.63,166.17,1141,1.02,10.8,E,5.2,1
2013-10-18,9.7,14.17,21.4,88.65,5,192.65,1065,2.17,12.1,ENE,2.79,10
2013-10-19,10.1,13.96,19.3,88.35,5.08,203.35,1259,1.29,11.7,E,4.87,1
2013-10-19,10.6,14.43,21.2,88.57,4,222.3,1276,2.43,12.5,ENE,2.26,10
2013-10-20,9.9,13.62,18.6,88.57,7.87,152.57,1201,0.85,10.5,NNW,3.13,1
2013-10-20,10.3,13.79,18.8,89.57,3.2,147.3,1116,1.71,11.7,ENE,3.17,10
2013-10-21,10.9,13.36,17.1,92.3,8.38,105.65,1259,0.55,9.7,NW,1.77,1
2013-10-21,11.5,14.03,19.2,92.3,8,121.74,972,1.53,12.1,E,3.04,10
2013-10-22,10.4,14.71,19.4,86.73,14.98,364,951,2.78,9.8,ESE,4.74,1
2013-10-22,10.5,14.4,20.3,91,40.6,174.33,970,1.75,12.3,ENE,3.12,10
2013-10-23,10.7,13.9,19,88.91,18.8,168.45,1204,1.15,11.5,E,5.22,1
2013-10-23,10.9,14.16,20.2,90.22,25,209.52,1155,2.13,11.8,ENE,2.58,10
2013-10-24,10.9,13.61,18.1,92.13,24.87,101.39,1137,0.62,10.7,E,3.52,1
2013-10-24,11.4,13.68,17.6,93.91,42.6,100.78,1146,1.23,11.1,ENE,3.36,10
2013-10-25,10.7,14.43,19.4,86.13,6.6,219.96,1204,1.6,11.8,N,6.7,1
2013-10-25,10.7,14.08,18.6,89.96,1,168.7,1225,1.82,12.4,SSW,1.23,10
2013-10-26,12.5,14.64,18.4,87.35,6.34,176.22,1144,1.23,12.3,N,8.72,1
2013-10-26,11.8,13.76,17.2,93.17,2.6,112.17,1106,1.38,11.6,ENE,3.22,10
2013-10-27,12.3,14.4,17.7,89.43,10.67,130.57,1202,0.92,11.4,NNE,2.17,1
2013-10-27,11.8,13.85,17,93.17,17.8,105.09,905,1.35,9.5,ENE,4.03,10
2013-10-28,12.4,14.57,17.7,89.96,21.82,142.22,1086,1.12,12,NNE,5.69,1
2013-10-28,12,13.97,17.6,93.74,8.6,106.61,1148,1.53,13.2,E,3.67,10
2013-10-29,13.2,15.2,18.4,83.43,1.78,230,1076,1.72,11.5,N,8.65,1
2013-10-29,12.2,14.4,18.1,87.61,0.2,194.22,1192,1.97,11.9,ENE,4.18,10
2013-10-30,10.3,14.74,19.1,82.74,0,196.13,1164,1.37,12.2,N,4.55,1
2013-10-30,,,,,0,,,,,,0,6
2013-10-30,10.5,14.09,18,89.26,0,101.22,1167,1.36,12.4,E,4.6,10
2013-10-31,9.7,14.93,21.3,78.48,0,262.17,1099,1.75,10,NNW,4.22,1
2013-10-31,,,,,0,,,,,,0,6
2013-10-31,9.8,14.72,20.3,84.78,0,248.87,1081,2.46,12.6,ENE,3.17,10
2013-11-01,10.3,13.9,19.5,87.83,0,196.96,1239,1.27,11.8,NW,3.08,1
2013-11-01,11,14.33,19.6,89.48,0,162.22,1158,1.83,11.9,ENE,2.17,10
2013-11-02,9.2,14,19.3,85.13,4.82,198.3,1287,1.27,11.7,E,4.74,1
2013-11-02,10,14.08,20.2,88.04,1.4,209.52,1216,2.06,11.8,E,2.48,10
2013-11-03,9.2,13.22,17.7,85.09,3.55,147.39,1294,0.98,13,NW,4.74,1
2013-11-03,9.6,12.67,17.8,89.13,1,121.13,1338,1.58,13,ENE,4.19,10
2013-11-04,8.7,12.34,16.9,86.26,4.32,157.39,1269,0.74,9.2,NW,3,1
2013-11-04,9,12.17,18.4,89.57,12.8,117.48,1162,1.19,10.2,E,2.58,10
2013-11-05,8.6,13.21,19.6,79.52,0,258.7,884,1.67,8.9,E,5.95,1
2013-11-05,17.4,19.32,20.9,84.6,0,,,,,,0,6
2013-11-05,8.7,13.08,18.6,81.52,0,253.39,926,2.35,11.4,ENE,2.47,10
